claimant_name,aadhar_number,phone_number,spouse_name,father_mother_Name,address,village,gram_panchayat,tehsil,district,ST_OTFD_Status,family_members_names,family_members_ages,habitation_area,cultivation_area,disputed_lands,patta_lease_grants,rehabilitation_land,displacement_details,forest_village_extent,other_traditional_rights,age_of_claimant,gender,marital_status,household_members,elderly_count_60plus,disability_in_household,primary_livelihood,annual_income,cultivable_land_ownership,house_type,electricity_connection,water_source,toilet_available,school_going_children,highest_education_level,shg_membership
Suresh Bai,5.90E+11,8510372062,Amit Biswas,Kavita Biswas,"House 96, Sheopur Pada",Korku Pada,GP Jobat,Bajag,Jhabua,OTFD,Kavita Sahu,33,0.21,3.83,Yes,No,No,No,Yes,No,74,Female,Married,3,1,No,Other,22761,Yes,Pucca,Yes,Tap,Yes,Yes,None,Yes
Suresh Rathore,7.01E+11,9591923557,Anita Kumar,Vikas Bai,"House 120, Bhilapur",Gondwadi,GP Ghughri,Jobat,Sheopur,OTFD,Meena Biswas,63,0.11,2.17,No,Yes,Yes,Yes,Yes,No,40,Other,Separated,5,1,No,Other,50418,No,Kutcha,Yes,Stream,Yes,Yes,Higher Secondary,No
Neha Naidu,4.94E+11,7411186331,Amit Rathore,Amit Das,"House 12, Mandla Pur",Baiga Chak,GP Pati,Ghughri,Jhabua,ST,Pooja Bai,68,0.46,0.89,No,Yes,Yes,Yes,No,Yes,64,Other,Married,4,1,Yes,Wage Labour,114162,No,Pucca,Yes,Stream,No,No,None,No
Kavita Singh,8.37E+11,7753175938,Meena Yadav,Vikas Sahu,"House 122, Korku Pada",Bhilapur,GP Ghughri,Ghughri,Dindori,ST,Suresh Nayak,60,0.28,0.84,No,Yes,Yes,Yes,No,Yes,34,Female,Separated,7,1,No,Agriculture,99465,Yes,Semi-Pucca,Yes,Handpump,Yes,No,Higher Secondary,No
Lakshmi Singh,9.22E+11,6115328261,Kavita Sahu,Ravi Gond,"House 35, Gondwadi",Bhilapur,GP Niwas,Niwas,Dindori,ST,Ravi Gaikwad,19,0.74,3.26,No,Yes,No,No,Yes,Yes,82,Other,Separated,6,0,Yes,Wage Labour,79388,Yes,Semi-Pucca,Yes,None,No,Yes,Secondary,No
Ramesh Verma,2.05E+11,7128816300,Mahesh Singh,Vikas Das,"House 251, Korku Pada",Sheopur Pada,GP Pati,Jobat,Alirajpur,ST,Kavita Bhil,28,0.31,1,Yes,Yes,No,Yes,Yes,Yes,58,Male,Widowed,8,2,Yes,Agriculture,43219,Yes,Semi-Pucca,Yes,None,Yes,Yes,Upper Primary,No
Sunita Kumar,8.69E+11,7908302358,Suresh Kumar,Lakshmi Rathore,"House 67, Alirajpur Falia",Barwani Tola,GP Pushparajgarh,Sendhwa,Anuppur,ST,Anita Gaikwad,22,0.72,0.17,Yes,Yes,No,Yes,Yes,No,72,Male,Widowed,8,2,No,Wage Labour,35977,No,Pucca,Yes,Tap,Yes,No,Upper Primary,No
Neha Gaikwad,6.79E+11,8472827782,Amit Nayak,Vikas Naidu,"House 38, Barwani Tola",Alirajpur Falia,GP Ghughri,Ghughri,Umaria,ST,Ravi Bai,51,0.2,1.71,No,No,No,Yes,Yes,Yes,59,Other,Separated,5,1,No,Other,90697,Yes,Pucca,No,Handpump,Yes,No,Higher Secondary,No
Arjun Nayak,6.75E+11,6454864247,Neha Verma,Vikas Bhil,"House 280, Alirajpur Falia",Bhilapur,GP Jobat,Sendhwa,Alirajpur,OTFD,Suresh Sahu,88,0.24,3.27,Yes,No,Yes,Yes,No,Yes,56,Other,Widowed,3,0,Yes,Agriculture,84971,Yes,Kutcha,Yes,Stream,No,Yes,Secondary,Yes
Kavita Bai,1.81E+11,9531248700,Pooja Yadav,Ramesh Bai,"House 230, Jhabua Kheda",Jhabua Kheda,GP Bajag,Bajag,Dindori,ST,Ramesh Verma,63,0.81,1.66,Yes,Yes,Yes,No,No,Yes,59,Other,Married,7,1,Yes,Agriculture,45137,Yes,Semi-Pucca,No,Tap,No,Yes,Upper Primary,No
Pooja Bai,1.35E+11,8659272035,Lakshmi Nayak,Amit Naidu,"House 168, Korku Pada",Bhilapur,GP Pushparajgarh,Jobat,Alirajpur,ST,Anita Rathore,62,0.38,3.21,Yes,No,Yes,Yes,No,Yes,34,Female,Separated,2,2,Yes,Wage Labour,80085,Yes,Semi-Pucca,Yes,Stream,Yes,No,Upper Primary,Yes
Sunita Verma,5.35E+11,9344285504,Anita Kumar,Neha Singh,"House 246, Barwani Tola",Bhilapur,GP Jobat,Sendhwa,Mandla,ST,Sunita Bai,29,0.12,3.31,Yes,Yes,Yes,No,No,No,61,Male,Married,2,0,Yes,Wage Labour,22472,Yes,Kutcha,No,Stream,Yes,Yes,Upper Primary,Yes
Vikas Kumar,7.52E+11,8661106309,Kavita Verma,Anita Bai,"House 79, Dindori Gaon",Baiga Chak,GP Jobat,Sendhwa,Barwani,ST,Vikas Sahu,74,0.96,3.43,No,No,No,Yes,No,No,34,Female,Separated,2,0,No,Other,139222,Yes,Kutcha,No,None,Yes,Yes,Higher Secondary,No
Amit Bai,9.18E+11,9822510103,Anita Singh,Neha Rathore,"House 114, Sheopur Pada",Jhabua Kheda,GP Ghughri,Niwas,Dindori,ST,Neha Verma,32,0.19,2.36,Yes,Yes,No,No,No,No,45,Female,Separated,9,2,No,Wage Labour,113595,Yes,Kutcha,Yes,Stream,Yes,No,None,No
Suresh Gaikwad,8.74E+11,6162174244,Mahesh Kumar,Pooja Biswas,"House 217, Jhabua Kheda",Gondwadi,GP Pati,Pati,Umaria,ST,Ramesh Gond,73,0.16,2.8,No,Yes,No,Yes,Yes,No,42,Female,Married,7,1,No,Agriculture,126980,No,Pucca,Yes,Handpump,No,No,None,No
Arjun Singh,8.30E+11,9986297388,Ramesh Rathore,Anita Das,"House 200, Barwani Tola",Dindori Gaon,GP Niwas,Niwas,Jhabua,OTFD,Vikas Biswas,25,0.36,1.05,No,No,Yes,No,No,Yes,35,Other,Single,5,2,No,Other,78177,Yes,Kutcha,Yes,None,No,No,Primary,No
Ramesh Verma,2.93E+11,7248402098,Neha Das,Suresh Gaikwad,"House 242, Alirajpur Falia",Bhilapur,GP Niwas,Jobat,Alirajpur,ST,Vikas Nayak,16,0.1,0.4,Yes,No,Yes,No,Yes,Yes,56,Female,Single,7,1,No,Other,58841,Yes,Semi-Pucca,Yes,None,No,Yes,Graduation,No
Kavita Gaikwad,6.77E+11,7022726499,Arjun Naidu,Pooja Singh,"House 13, Bhilapur",Korku Pada,GP Pati,Jobat,Barwani,ST,Lakshmi Bhil,15,0.16,2.13,No,Yes,Yes,Yes,No,Yes,56,Female,Married,2,0,No,Agriculture,26620,No,Kutcha,Yes,None,No,Yes,Primary,No
Ramesh Verma,3.24E+11,7776768983,Lakshmi Rathore,Meena Yadav,"House 207, Dindori Gaon",Mandla Pur,GP Ghughri,Pati,Dindori,ST,Anita Biswas,59,0.85,0.04,No,No,No,No,No,Yes,66,Female,Separated,9,0,Yes,Agriculture,112276,No,Kutcha,Yes,Handpump,Yes,Yes,Secondary,Yes
Amit Sahu,2.61E+11,7820455781,Ravi Bhil,Lakshmi Rathore,"House 262, Korku Pada",Jhabua Kheda,GP Bajag,Niwas,Jhabua,ST,Pooja Bhil,48,0.18,1.86,No,Yes,No,Yes,No,No,54,Male,Separated,7,0,Yes,NTFP,33518,Yes,Pucca,Yes,None,Yes,Yes,None,Yes
Amit Kumar,6.51E+11,8363366316,Vikas Rathore,Pooja Das,"House 97, Gondwadi",Baiga Chak,GP Pati,Niwas,Dindori,ST,Meena Rathore,18,0.12,0.41,No,No,Yes,No,No,Yes,31,Other,Separated,1,2,No,NTFP,46668,Yes,Semi-Pucca,Yes,Handpump,No,Yes,Upper Primary,No
Kavita Naidu,3.01E+11,6062829118,Suresh Sahu,Neha Naidu,"House 71, Baiga Chak",Korku Pada,GP Niwas,Jobat,Alirajpur,ST,Mahesh Rathore,23,0.88,0.43,Yes,Yes,Yes,Yes,Yes,Yes,84,Male,Married,5,2,Yes,Agriculture,135288,No,Kutcha,Yes,Tap,Yes,Yes,Higher Secondary,Yes
Ravi Gond,3.58E+11,7271582748,Suresh Biswas,Suresh Yadav,"House 230, Sheopur Pada",Dindori Gaon,GP Bajag,Niwas,Dindori,ST,Sunita Verma,55,0.45,3.48,No,No,Yes,Yes,Yes,Yes,70,Female,Married,5,1,No,Wage Labour,75664,No,Pucca,Yes,None,No,Yes,None,No
Pooja Gaikwad,3.23E+11,9776657764,Mahesh Nayak,Suresh Yadav,"House 32, Baiga Chak",Korku Pada,GP Bajag,Ghughri,Anuppur,ST,Amit Bhil,42,0.17,2.56,Yes,Yes,No,Yes,No,No,25,Other,Married,6,0,No,Agriculture,56857,Yes,Semi-Pucca,Yes,Stream,Yes,No,Graduation,No
Ramesh Kumar,9.92E+11,7235861868,Meena Kumar,Mahesh Gond,"House 250, Gondwadi",Korku Pada,GP Bajag,Ghughri,Umaria,ST,Ramesh Nayak,3,0.59,2.58,Yes,No,No,Yes,No,No,47,Other,Widowed,1,0,Yes,NTFP,102037,No,Kutcha,Yes,Handpump,No,No,Upper Primary,Yes
Amit Verma,6.60E+11,6663882335,Anita Naidu,Anita Verma,"House 254, Gondwadi",Gondwadi,GP Niwas,Niwas,Sheopur,ST,Mahesh Gaikwad,71,0.05,1.62,No,No,No,Yes,Yes,No,84,Male,Single,9,1,No,Agriculture,65779,Yes,Kutcha,No,None,No,No,Graduation,Yes
Ravi Rathore,9.44E+11,9700006153,Ramesh Sahu,Ramesh Sahu,"House 259, Gondwadi",Korku Pada,GP Jobat,Bajag,Umaria,ST,Meena Naidu,52,0.43,1.65,No,Yes,Yes,No,No,No,86,Female,Separated,4,1,Yes,NTFP,144565,Yes,Pucca,Yes,Handpump,No,No,None,No
Pooja Sahu,7.08E+11,6179799330,Ravi Das,Meena Nayak,"House 182, Baiga Chak",Jhabua Kheda,GP Bajag,Niwas,Dindori,OTFD,Amit Gond,11,0.59,1.21,Yes,No,Yes,No,Yes,No,18,Other,Widowed,5,1,No,Wage Labour,95315,Yes,Pucca,Yes,None,Yes,No,None,No
Suresh Bhil,5.12E+11,7414707766,Amit Verma,Suresh Gond,"House 166, Mandla Pur",Baiga Chak,GP Pati,Pali,Mandla,ST,Pooja Rathore,55,0.96,1.74,Yes,No,No,No,Yes,No,53,Female,Separated,1,2,Yes,Agriculture,84750,Yes,Semi-Pucca,Yes,Stream,No,No,Graduation,Yes
Sunita Rathore,5.74E+11,7581121754,Ramesh Singh,Neha Biswas,"House 4, Jhabua Kheda",Jhabua Kheda,GP Jobat,Ghughri,Alirajpur,ST,Neha Yadav,88,0.33,2.35,No,Yes,Yes,Yes,Yes,Yes,74,Female,Widowed,9,2,Yes,Other,92218,Yes,Kutcha,Yes,None,No,Yes,Secondary,No
Neha Biswas,6.27E+11,6205093036,Neha Bai,Arjun Kumar,"House 145, Baiga Chak",Gondwadi,GP Pati,Bajag,Jhabua,ST,Ramesh Gaikwad,25,0.77,0.75,Yes,No,No,No,Yes,No,63,Female,Single,1,0,No,NTFP,37410,Yes,Pucca,Yes,None,Yes,No,Upper Primary,No
Mahesh Das,3.18E+11,6168071775,Meena Das,Vikas Das,"House 165, Gondwadi",Jhabua Kheda,GP Niwas,Sendhwa,Mandla,ST,Ravi Bai,76,0.14,1.05,No,No,Yes,No,Yes,No,61,Other,Separated,7,1,No,Wage Labour,66529,Yes,Pucca,Yes,Tap,Yes,No,Graduation,No
Suresh Biswas,1.17E+11,7238417018,Ravi Naidu,Sunita Das,"House 105, Sheopur Pada",Dindori Gaon,GP Pushparajgarh,Pati,Sheopur,ST,Suresh Verma,87,0.44,1.98,Yes,Yes,No,Yes,No,Yes,27,Female,Single,8,2,No,Wage Labour,133068,Yes,Kutcha,Yes,Handpump,Yes,No,None,Yes
Arjun Gond,7.87E+11,7403933707,Meena Singh,Pooja Sahu,"House 36, Gondwadi",Gondwadi,GP Pushparajgarh,Pali,Mandla,ST,Neha Naidu,81,0.23,1.54,Yes,Yes,No,No,Yes,Yes,25,Female,Separated,7,0,No,Agriculture,111834,No,Pucca,Yes,Handpump,Yes,Yes,None,No
Lakshmi Verma,1.00E+11,8120386051,Mahesh Gaikwad,Anita Biswas,"House 169, Barwani Tola",Sheopur Pada,GP Jobat,Jobat,Sheopur,OTFD,Kavita Sahu,41,0.5,3.28,No,No,Yes,No,Yes,Yes,73,Male,Married,2,0,No,Wage Labour,65834,Yes,Kutcha,Yes,Handpump,No,Yes,None,Yes
Kavita Rathore,1.43E+11,9815492969,Mahesh Kumar,Kavita Sahu,"House 8, Jhabua Kheda",Alirajpur Falia,GP Pati,Jobat,Barwani,ST,Lakshmi Yadav,37,0.42,3.29,Yes,No,Yes,Yes,Yes,Yes,34,Female,Separated,6,1,No,NTFP,92584,Yes,Semi-Pucca,Yes,Handpump,No,Yes,Higher Secondary,Yes
Lakshmi Singh,1.31E+11,6615461721,Kavita Verma,Amit Nayak,"House 86, Jhabua Kheda",Dindori Gaon,GP Niwas,Niwas,Alirajpur,ST,Ravi Yadav,82,0.98,1.34,Yes,Yes,Yes,No,Yes,Yes,73,Other,Married,8,2,No,Agriculture,99180,Yes,Pucca,Yes,Handpump,Yes,No,Secondary,Yes
Arjun Singh,8.19E+11,6109725250,Ramesh Singh,Amit Bai,"House 97, Dindori Gaon",Mandla Pur,GP Ghughri,Ghughri,Sheopur,ST,Ravi Naidu,55,0.92,1.8,Yes,No,No,No,Yes,Yes,70,Male,Separated,8,0,No,Agriculture,109249,Yes,Semi-Pucca,Yes,Stream,Yes,No,Higher Secondary,Yes
Kavita Rathore,9.81E+11,6579160720,Arjun Singh,Neha Naidu,"House 30, Sheopur Pada",Baiga Chak,GP Niwas,Niwas,Alirajpur,ST,Pooja Singh,9,0.59,3.91,No,No,Yes,Yes,No,No,28,Male,Separated,8,0,Yes,Other,82612,Yes,Pucca,Yes,Handpump,No,No,None,Yes
Lakshmi Gaikwad,6.60E+11,7745163208,Amit Biswas,Ramesh Verma,"House 101, Sheopur Pada",Gondwadi,GP Niwas,Sendhwa,Alirajpur,OTFD,Mahesh Naidu,36,0.18,3.31,No,Yes,No,Yes,No,No,43,Male,Married,9,1,Yes,Wage Labour,118534,Yes,Kutcha,No,Stream,Yes,Yes,Higher Secondary,No
Neha Gond,6.49E+11,7100854748,Ravi Rathore,Suresh Das,"House 67, Alirajpur Falia",Dindori Gaon,GP Niwas,Pati,Alirajpur,ST,Mahesh Das,57,0.56,0.86,Yes,Yes,Yes,Yes,Yes,No,73,Male,Widowed,3,0,No,Agriculture,66438,Yes,Semi-Pucca,Yes,Tap,No,No,Graduation,No
Anita Kumar,3.65E+11,6134860352,Suresh Singh,Ravi Bai,"House 63, Korku Pada",Dindori Gaon,GP Jobat,Pati,Alirajpur,ST,Ramesh Naidu,63,0.79,1.12,Yes,Yes,No,No,No,No,23,Female,Married,2,0,Yes,NTFP,33297,Yes,Semi-Pucca,Yes,Stream,No,Yes,None,Yes
Arjun Yadav,5.49E+11,7593103976,Lakshmi Gond,Arjun Sahu,"House 32, Dindori Gaon",Alirajpur Falia,GP Niwas,Jobat,Sheopur,ST,Kavita Rathore,82,0.05,0.33,Yes,Yes,No,No,No,Yes,30,Male,Widowed,2,2,No,NTFP,24769,Yes,Semi-Pucca,Yes,Tap,Yes,Yes,Graduation,No
Pooja Biswas,2.04E+11,7632589492,Lakshmi Yadav,Neha Gond,"House 87, Dindori Gaon",Jhabua Kheda,GP Niwas,Niwas,Anuppur,ST,Neha Verma,20,0.44,2.71,No,Yes,Yes,Yes,Yes,No,82,Female,Single,3,2,No,Agriculture,110365,Yes,Pucca,Yes,None,No,Yes,Higher Secondary,Yes
Anita Verma,9.10E+11,6741485907,Pooja Das,Arjun Das,"House 211, Bhilapur",Baiga Chak,GP Niwas,Pati,Barwani,ST,Neha Verma,85,0.05,1.27,Yes,Yes,Yes,No,No,No,79,Other,Single,9,2,Yes,Agriculture,21338,Yes,Pucca,Yes,Stream,Yes,Yes,Higher Secondary,No
Sunita Gond,8.47E+11,8430929336,Ravi Bhil,Lakshmi Sahu,"House 51, Dindori Gaon",Alirajpur Falia,GP Pati,Ghughri,Mandla,ST,Lakshmi Verma,47,0.25,2.15,No,Yes,Yes,Yes,No,No,69,Female,Single,5,0,Yes,Wage Labour,94823,No,Kutcha,Yes,Tap,No,No,Secondary,No
Lakshmi Bai,6.81E+11,7083269736,Neha Sahu,Sunita Biswas,"House 63, Bhilapur",Baiga Chak,GP Ghughri,Ghughri,Alirajpur,ST,Ramesh Rathore,20,0.1,3.07,Yes,No,Yes,No,No,Yes,67,Male,Separated,4,2,No,Other,109281,Yes,Kutcha,Yes,Handpump,Yes,No,Graduation,No
Sunita Biswas,7.07E+11,9024908513,Meena Naidu,Amit Naidu,"House 80, Barwani Tola",Gondwadi,GP Bajag,Pati,Umaria,OTFD,Neha Rathore,6,0.96,3.34,No,Yes,No,Yes,No,No,43,Female,Widowed,1,2,No,NTFP,56921,No,Semi-Pucca,No,Handpump,No,No,Upper Primary,Yes
Lakshmi Yadav,4.40E+11,9769256306,Anita Singh,Arjun Yadav,"House 232, Bhilapur",Bhilapur,GP Jobat,Ghughri,Mandla,ST,Vikas Das,73,0.18,1.3,No,Yes,Yes,Yes,Yes,Yes,42,Other,Married,1,2,Yes,Wage Labour,123385,Yes,Kutcha,Yes,None,No,Yes,Higher Secondary,No
Amit Yadav,6.79E+11,9187818523,Vikas Biswas,Meena Gaikwad,"House 101, Dindori Gaon",Gondwadi,GP Bajag,Niwas,Mandla,ST,Ramesh Verma,29,0.16,0.95,No,No,Yes,No,No,No,49,Other,Widowed,6,2,No,Other,101393,No,Pucca,Yes,Tap,No,Yes,Secondary,No
Pooja Rathore,4.76E+11,7872817135,Ramesh Bai,Kavita Rathore,"House 129, Bhilapur",Dindori Gaon,GP Niwas,Ghughri,Umaria,ST,Ravi Verma,77,0.97,3.39,Yes,Yes,Yes,No,Yes,Yes,54,Male,Single,7,0,Yes,NTFP,99532,Yes,Kutcha,Yes,Tap,Yes,Yes,None,No
Suresh Das,6.44E+11,8955113442,Kavita Singh,Meena Gond,"House 19, Alirajpur Falia",Baiga Chak,GP Niwas,Pati,Jhabua,ST,Mahesh Sahu,49,0.52,1.53,No,Yes,No,No,No,No,64,Male,Married,3,0,No,NTFP,72655,No,Semi-Pucca,Yes,Handpump,Yes,No,Primary,Yes
Amit Bhil,3.36E+11,7175953423,Vikas Gond,Kavita Singh,"House 94, Barwani Tola",Dindori Gaon,GP Pati,Jobat,Barwani,ST,Sunita Nayak,6,0.76,3.29,Yes,Yes,Yes,Yes,Yes,No,62,Female,Single,9,1,No,Other,89020,Yes,Kutcha,Yes,Stream,No,No,Upper Primary,No
Vikas Rathore,9.63E+11,7447095572,Kavita Gaikwad,Vikas Yadav,"House 81, Bhilapur",Jhabua Kheda,GP Pushparajgarh,Sendhwa,Mandla,ST,Neha Rathore,39,0.33,0.6,Yes,Yes,No,Yes,No,No,78,Female,Separated,6,1,No,Agriculture,48152,No,Kutcha,No,Handpump,No,No,None,No
Amit Biswas,3.39E+11,8531189068,Arjun Kumar,Mahesh Rathore,"House 103, Mandla Pur",Sheopur Pada,GP Bajag,Pati,Barwani,ST,Lakshmi Verma,32,0.54,3.65,Yes,No,No,No,Yes,No,88,Other,Separated,4,0,No,Agriculture,78342,No,Semi-Pucca,Yes,Handpump,Yes,No,Graduation,No
Suresh Yadav,8.91E+11,6479867362,Amit Singh,Anita Yadav,"House 154, Baiga Chak",Baiga Chak,GP Ghughri,Pati,Barwani,ST,Vikas Bai,49,0.02,1.93,Yes,Yes,No,No,Yes,Yes,72,Male,Separated,3,0,No,Agriculture,28275,Yes,Pucca,No,Stream,No,No,Upper Primary,No
Mahesh Gaikwad,7.99E+11,6610344745,Anita Verma,Lakshmi Verma,"House 269, Mandla Pur",Gondwadi,GP Niwas,Bajag,Alirajpur,ST,Sunita Yadav,43,0.41,0.68,No,No,No,Yes,Yes,Yes,50,Female,Widowed,5,0,No,Other,143210,Yes,Pucca,Yes,Stream,Yes,Yes,Primary,No
Anita Das,5.13E+11,7209963061,Suresh Gond,Neha Nayak,"House 118, Korku Pada",Barwani Tola,GP Pati,Niwas,Anuppur,ST,Ramesh Bai,28,0.56,2.14,No,No,No,Yes,No,Yes,54,Other,Separated,6,2,No,Agriculture,117101,Yes,Semi-Pucca,Yes,None,Yes,No,Upper Primary,Yes
Amit Singh,1.33E+11,7114078495,Anita Biswas,Anita Gaikwad,"House 279, Baiga Chak",Gondwadi,GP Bajag,Bajag,Sheopur,ST,Amit Kumar,45,0.52,3.48,No,Yes,Yes,No,Yes,Yes,80,Other,Widowed,7,0,Yes,Agriculture,119190,Yes,Semi-Pucca,Yes,None,No,Yes,None,No
Vikas Bai,9.03E+11,6903211121,Neha Das,Vikas Rathore,"House 225, Dindori Gaon",Dindori Gaon,GP Bajag,Pati,Umaria,ST,Amit Naidu,65,0.41,1.56,No,Yes,Yes,Yes,No,No,37,Female,Widowed,7,0,No,Agriculture,112713,No,Semi-Pucca,Yes,None,No,No,None,Yes
Kavita Yadav,7.64E+11,8346117157,Lakshmi Nayak,Anita Yadav,"House 268, Mandla Pur",Barwani Tola,GP Jobat,Ghughri,Anuppur,ST,Meena Rathore,50,0.79,0.71,Yes,No,No,No,No,No,34,Other,Single,7,2,No,Wage Labour,122023,Yes,Semi-Pucca,Yes,Stream,No,No,Secondary,No
Amit Bhil,4.43E+11,6585306565,Ramesh Gond,Anita Kumar,"House 137, Baiga Chak",Bhilapur,GP Bajag,Niwas,Mandla,ST,Anita Gaikwad,54,0.51,2.31,No,Yes,Yes,No,Yes,No,56,Other,Widowed,4,1,No,Agriculture,91587,Yes,Kutcha,Yes,Handpump,No,Yes,Upper Primary,Yes
Pooja Sahu,6.72E+11,7020153713,Mahesh Das,Kavita Naidu,"House 226, Jhabua Kheda",Dindori Gaon,GP Jobat,Sendhwa,Anuppur,ST,Sunita Bhil,51,0.64,3.34,No,Yes,Yes,Yes,No,Yes,34,Female,Single,7,0,No,Other,80021,Yes,Kutcha,Yes,Stream,Yes,Yes,Primary,No
Lakshmi Gaikwad,1.73E+11,6105212645,Arjun Naidu,Lakshmi Nayak,"House 229, Korku Pada",Alirajpur Falia,GP Niwas,Bajag,Dindori,ST,Anita Nayak,43,0.19,0.49,Yes,No,Yes,Yes,Yes,Yes,71,Male,Married,9,0,Yes,NTFP,84291,Yes,Kutcha,No,Stream,Yes,Yes,None,Yes
Mahesh Das,1.47E+11,8916831397,Lakshmi Gaikwad,Kavita Kumar,"House 108, Baiga Chak",Mandla Pur,GP Bajag,Pati,Mandla,ST,Ramesh Sahu,64,0.86,0.17,Yes,Yes,No,No,Yes,Yes,18,Female,Widowed,6,1,No,Agriculture,65411,No,Pucca,Yes,Stream,No,Yes,Higher Secondary,No
Arjun Gond,2.93E+11,8110939067,Pooja Nayak,Mahesh Biswas,"House 7, Mandla Pur",Korku Pada,GP Bajag,Niwas,Umaria,OTFD,Anita Verma,30,0.37,0.23,Yes,No,Yes,No,No,Yes,43,Male,Single,3,2,Yes,Agriculture,94281,Yes,Semi-Pucca,Yes,Tap,Yes,No,Higher Secondary,No
Meena Rathore,4.98E+11,9955812556,Arjun Kumar,Mahesh Bai,"House 128, Barwani Tola",Gondwadi,GP Jobat,Sendhwa,Mandla,ST,Anita Sahu,82,0.49,0.92,Yes,No,Yes,No,Yes,Yes,19,Male,Married,1,0,No,Agriculture,50159,Yes,Semi-Pucca,Yes,Handpump,Yes,Yes,None,Yes
Ramesh Nayak,5.16E+11,9315667821,Vikas Yadav,Lakshmi Verma,"House 267, Dindori Gaon",Korku Pada,GP Ghughri,Jobat,Dindori,ST,Kavita Gaikwad,42,0.36,0.03,Yes,Yes,Yes,Yes,No,No,62,Male,Widowed,9,0,No,Agriculture,35666,No,Pucca,No,Stream,No,No,None,No
Meena Verma,2.99E+11,6216539380,Mahesh Kumar,Suresh Naidu,"House 173, Baiga Chak",Baiga Chak,GP Niwas,Niwas,Dindori,ST,Sunita Bai,38,0.89,1.71,No,No,Yes,Yes,No,Yes,68,Male,Separated,2,0,No,Other,101559,Yes,Semi-Pucca,Yes,None,No,Yes,Higher Secondary,Yes
Kavita Naidu,4.27E+11,6743392588,Suresh Biswas,Amit Biswas,"House 214, Bhilapur",Jhabua Kheda,GP Niwas,Jobat,Sheopur,ST,Suresh Bai,87,0.9,2.79,Yes,No,Yes,Yes,Yes,No,29,Female,Married,3,0,No,Other,92570,Yes,Semi-Pucca,No,None,No,No,Graduation,No
Ravi Rathore,1.36E+11,6497378222,Kavita Kumar,Suresh Singh,"House 247, Dindori Gaon",Bhilapur,GP Pushparajgarh,Sendhwa,Mandla,ST,Kavita Gond,86,0.23,2.84,No,Yes,No,Yes,Yes,No,27,Female,Widowed,8,0,No,NTFP,77321,Yes,Kutcha,Yes,Handpump,No,No,Primary,Yes
Ramesh Bai,1.61E+11,6599149963,Arjun Nayak,Amit Sahu,"House 106, Alirajpur Falia",Jhabua Kheda,GP Pushparajgarh,Bajag,Sheopur,ST,Kavita Kumar,66,0.76,2.55,Yes,No,No,Yes,No,No,30,Female,Widowed,6,2,Yes,NTFP,20479,Yes,Semi-Pucca,Yes,None,No,Yes,Higher Secondary,No
Neha Bhil,1.52E+11,7437375284,Pooja Naidu,Anita Das,"House 83, Sheopur Pada",Alirajpur Falia,GP Niwas,Jobat,Barwani,ST,Mahesh Biswas,69,0.11,1.18,No,No,Yes,No,Yes,No,56,Other,Widowed,4,0,No,Agriculture,112928,No,Semi-Pucca,No,None,Yes,Yes,Upper Primary,No
Arjun Gaikwad,8.35E+11,7207843322,Suresh Singh,Arjun Biswas,"House 292, Bhilapur",Mandla Pur,GP Ghughri,Pati,Barwani,ST,Anita Nayak,15,0.04,2.94,Yes,No,No,Yes,No,Yes,42,Other,Single,7,0,Yes,NTFP,28208,Yes,Pucca,Yes,Tap,Yes,Yes,Secondary,No
Amit Bai,4.04E+11,7372452768,Meena Verma,Kavita Biswas,"House 203, Jhabua Kheda",Gondwadi,GP Ghughri,Pati,Sheopur,ST,Arjun Gaikwad,61,0.84,2.31,No,Yes,No,Yes,Yes,No,54,Female,Single,6,1,No,Wage Labour,24575,No,Semi-Pucca,No,Stream,No,No,Graduation,Yes
Sunita Yadav,9.84E+11,6876469147,Sunita Verma,Sunita Das,"House 41, Dindori Gaon",Alirajpur Falia,GP Jobat,Pali,Barwani,OTFD,Mahesh Biswas,6,0.14,3.44,No,Yes,No,No,No,No,71,Male,Married,9,1,Yes,NTFP,88043,No,Semi-Pucca,Yes,None,No,No,Graduation,No
Kavita Bai,4.22E+11,6649325688,Meena Bhil,Kavita Kumar,"House 205, Bhilapur",Mandla Pur,GP Ghughri,Sendhwa,Sheopur,ST,Vikas Das,78,0.16,1.91,Yes,Yes,Yes,Yes,No,Yes,73,Male,Married,2,2,Yes,Wage Labour,53009,No,Pucca,Yes,None,No,No,Secondary,Yes
Meena Gond,5.97E+11,9480225489,Ravi Bhil,Lakshmi Bhil,"House 49, Dindori Gaon",Barwani Tola,GP Jobat,Pati,Alirajpur,ST,Sunita Gond,24,0.61,0.72,Yes,Yes,No,No,No,No,81,Female,Widowed,5,0,Yes,Other,81325,Yes,Pucca,Yes,Tap,Yes,Yes,None,Yes
Lakshmi Bhil,8.21E+11,6361509273,Pooja Rathore,Amit Bai,"House 143, Sheopur Pada",Gondwadi,GP Bajag,Niwas,Jhabua,ST,Pooja Gond,85,0.82,2.54,No,Yes,Yes,No,No,No,87,Female,Married,2,1,No,NTFP,107376,Yes,Semi-Pucca,Yes,None,Yes,Yes,Higher Secondary,No
